BallenasCompressorSk440-Cyl2-2018-09-26 15:30:25,BallenasCompressorSk440-Cyl2-2018-09-26 15:35:44,BallenasCompressorSk440-Cyl2-2018-09-26 15:43:59,BallenasCompressorSk440-Cyl2-2018-09-26 16:14:27,BallenasCompressorSk440-Cyl2-2018-09-26 16:17:45,BallenasCompressorSk440-Cyl2-2018-09-26 16:21:06,BallenasCompressorSk440-Cyl2-2018-09-26 16:26:12
0.220832776,0.201331218,0.214471139,0.206707484,0.219136333,0.209379726,0.227313361
0.21688717,0.211260604,0.218519309,0.19933287,0.206590616,0.20170526,0.215128507
0.211006801,0.230605671,0.215197723,0.199972464,0.210372414,0.20271229,0.211594637
0.215052506,0.226485488,0.214618059,0.198915815,0.22693534,0.22007632,0.226052762
0.201078767,0.216332647,0.214769979,0.207243595,0.202781036,0.211599126,0.205016405
0.202281635,0.2184054,0.215170245,0.215416909,0.194761337,0.220028556,0.211641813
0.21131506,0.21521424,0.20823998,0.220610417,0.217249935,0.225042362,0.220529354
0.213019087,0.217091298,0.209200102,0.216079041,0.217426735,0.217129688,0.228749234
0.222683182,0.225117817,0.221595903,0.212527817,0.204292838,0.198335813,0.226389621
0.208555542,0.219986561,0.220129299,0.189385903,0.221415144,0.214457125,0.228953391
0.227336612,0.213094116,0.222804374,0.179871896,0.214446189,0.215979146,0.190407976
0.235827918,0.205663408,0.219476773,0.210665855,0.209869409,0.207001886,0.225905254
0.225637852,0.205313716,0.211814052,0.205832537,0.205793262,0.207434369,0.227101125
0.208846724,0.210489544,0.205830353,0.203401518,0.202473342,0.21173651,0.225395791
0.206765754,0.218836526,0.215062651,0.225481696,0.207672203,0.21702096,0.199663993
0.19161006,0.213761721,0.210036666,0.218702247,0.210293904,0.219872761,0.212131701
0.19802295,0.210031499,0.210321837,0.198420666,0.213142028,0.227002008,0.236598101
0.209535349,0.191794859,0.211999503,0.204632654,0.204336918,0.20381176,0.22178518
0.214196403,0.202690367,0.201478046,0.234847839,0.198788004,0.200697271,0.220472398
0.213457138,0.210388989,0.210984726,0.211946588,0.217880861,0.211978895,0.227906194
0.21896021,0.208446774,0.205395262,0.199893798,0.212589859,0.216330598,0.209286699
0.209998946,0.216233503,0.207231421,0.190450022,0.216071976,0.196144629,0.20790691
0.212569571,0.218247843,0.219897983,0.213006033,0.213401537,0.207423065,0.197264581
0.212116304,0.203426128,0.216738107,0.194629348,0.210005441,0.209908801,0.213432642
0.20506336,0.208505432,0.209835529,0.211494153,0.217303302,0.208350969,0.214636509
0.225684842,0.207757858,0.210926215,0.222924335,0.212033441,0.20541338,0.218430105
0.214344591,0.211508324,0.210913476,0.203080472,0.217333121,0.205058179,0.22099507
0.208079723,0.207488045,0.204725898,0.207635337,0.203770655,0.213229622,0.205862228
0.209651799,0.208830325,0.200019262,0.196334995,0.193502433,0.216062986,0.206319581
0.203330949,0.2036643,0.209648168,0.195457557,0.20557554,0.20560905,0.182070422
0.209070243,0.203839769,0.212409556,0.205655265,0.202999083,0.219756713,0.207588496
0.19956468,0.201692095,0.209723264,0.216782205,0.216524716,0.227442823,0.193182248
0.202799983,0.20196037,0.207301545,0.203843672,0.216966746,0.210506013,0.202768152
0.200871847,0.210678564,0.216323303,0.191592985,0.208943732,0.20564816,0.210120132
0.197863018,0.220955996,0.206260045,0.194538038,0.20945352,0.215932372,0.211831267
0.20622683,0.212673472,0.202094332,0.196371466,0.207370056,0.205825194,0.209338111
0.212834871,0.19833769,0.204026229,0.192106454,0.204798428,0.205829106,0.203014661
0.218278353,0.20163805,0.203188219,0.189165439,0.201969976,0.214299521,0.209106385
0.2068545,0.201926012,0.202547528,0.186827315,0.189852526,0.206022017,0.221168194
0.211638588,0.211683485,0.20096562,0.188738675,0.18864879,0.194984712,0.21131177
0.209490689,0.211385209,0.200186783,0.207194134,0.197059128,0.188598035,0.205245895
0.21173,0.195395862,0.208887848,0.205401959,0.215523274,0.211277319,0.2089061
0.210665567,0.204266018,0.21403566,0.201071212,0.214740815,0.209595216,0.20554854
0.204005638,0.208271739,0.210481025,0.199886463,0.214364169,0.198557211,0.19201299
0.199140891,0.196427582,0.209063365,0.216373432,0.22318422,0.205699361,0.18985597
0.203263227,0.181566743,0.203998106,0.220284926,0.209887059,0.212242413,0.184077203
0.196046669,0.188956047,0.199115426,0.205760075,0.219865181,0.20638504,0.20837891
0.193586059,0.196640125,0.207890085,0.207423913,0.210303282,0.212673142,0.222456734
0.194302812,0.20032472,0.213651737,0.210175979,0.2037991,0.208286398,0.233121472
0.181963806,0.205473828,0.206975378,0.217045549,0.193475221,0.207542154,0.226982853
0.196778832,0.200929686,0.202541055,0.217777381,0.210538735,0.200430882,0.190890032
0.205340429,0.201814944,0.200088741,0.196850328,0.211682467,0.192610314,0.178583562
0.201148384,0.20640941,0.199908717,0.192803583,0.203771905,0.197853189,0.190265332
0.20780132,0.189703581,0.200267339,0.213572108,0.204641979,0.196764125,0.206106231
0.198703918,0.20187114,0.205650598,0.206920895,0.21335571,0.195293452,0.173915462
0.191373433,0.202574573,0.205308597,0.187676298,0.20676058,0.201510693,0.159788408
0.202903614,0.194667931,0.206815312,0.188762144,0.204326483,0.215257226,0.189399143
0.184761573,0.189140224,0.206499175,0.192862586,0.191604178,0.213034615,0.186690647
0.186805778,0.197350759,0.201656833,0.191383485,0.195810356,0.202572088,0.182889658
0.184817916,0.202846087,0.199808004,0.208059761,0.190514186,0.190965805,0.216036407
0.196553817,0.196348296,0.203423247,0.202497761,0.188721169,0.189454523,0.198528976
0.209670716,0.191603332,0.204438988,0.186296402,0.196960245,0.201082883,0.198584207
0.216367339,0.193842732,0.203771903,0.179542787,0.204761702,0.211043088,0.225119816
0.194343542,0.201800323,0.201860457,0.194932605,0.20453028,0.208645096,0.202578218
0.187795702,0.202274948,0.206321943,0.197868075,0.198548417,0.197523162,0.193074464
0.190015638,0.203619,0.204497888,0.189398239,0.196398135,0.175178936,0.199535473
0.19681083,0.210948582,0.205420121,0.188205194,0.202212011,0.178991307,0.213159113
0.213490436,0.217330019,0.203686063,0.193079669,0.206291924,0.192979183,0.197774553
0.203087046,0.195702042,0.200532015,0.202453949,0.204241106,0.197787122,0.202178225
0.190352676,0.188341858,0.196739263,0.197508287,0.205558936,0.192603924,0.221999703
0.188399788,0.189098129,0.200411507,0.203901481,0.203509763,0.190587399,0.208046519
0.211805806,0.191794105,0.196769392,0.206052081,0.212643655,0.193142616,0.188917036
0.223420171,0.193425932,0.194144462,0.212344744,0.209570132,0.20119357,0.181574225
0.203801842,0.204634607,0.196972746,0.193442399,0.199507353,0.206648337,0.196496431
0.198490637,0.204755719,0.193283539,0.190097528,0.196425563,0.197154519,0.226327781
0.209931437,0.198552536,0.201663559,0.200226257,0.197702924,0.19156916,0.20293085
0.20598925,0.199392538,0.203869177,0.193107734,0.201129967,0.181535856,0.185698134
0.210200768,0.205099957,0.204194434,0.185070162,0.204318189,0.192542944,0.198364649
0.188665021,0.20297086,0.199494917,0.183275954,0.200892515,0.208866855,0.195498941
0.19229912,0.196321527,0.202234046,0.185490638,0.188817715,0.204436246,0.184865803
0.216117168,0.187768693,0.204053458,0.177583142,0.187014444,0.213933698,0.196645603
0.203972609,0.192118958,0.198994581,0.18751622,0.188750315,0.212690206,0.209122237
0.194132249,0.194277466,0.195536768,0.201898041,0.193658504,0.211304525,0.205875911
0.197480648,0.187519245,0.19760342,0.185399519,0.207155708,0.203954172,0.18545506
0.191818986,0.187528249,0.204319274,0.183843012,0.201635103,0.202094626,0.174260435
0.195931492,0.194613559,0.206510882,0.191286687,0.193140547,0.197581673,0.187503087
0.195028358,0.194527293,0.19860757,0.191205149,0.18534296,0.176865539,0.196823369
0.209601604,0.187620452,0.197090603,0.18695549,0.187952763,0.193990692,0.202098869
0.20985532,0.200253568,0.194863907,0.200926825,0.199550098,0.203479809,0.204463513
0.205220781,0.208834657,0.200497068,0.20468775,0.189645284,0.195371995,0.202136903
0.188512874,0.204616292,0.198112579,0.210283269,0.199090807,0.19987149,0.184330563
0.176103603,0.190537752,0.199101994,0.220597815,0.204395228,0.198733249,0.170767929
0.182246716,0.193865371,0.199458433,0.217971316,0.189103289,0.194715126,0.177056028
0.197114584,0.19946892,0.19697142,0.209884627,0.184708367,0.193754593,0.192015172
0.195853071,0.194055214,0.191324912,0.195166946,0.192973874,0.20100767,0.203863618
0.194036742,0.198243911,0.190367165,0.189150986,0.199346495,0.197149803,0.191699177
0.179918946,0.197957621,0.193398197,0.199880716,0.189542481,0.187688968,0.181801234
0.178963272,0.192156324,0.19919049,0.190523428,0.192005996,0.189393173,0.192801733
0.186602216,0.190094948,0.190151199,0.192573388,0.201313319,0.204977423,0.198208334
0.202301006,0.188130278,0.194639328,0.205023716,0.197517044,0.205924431,0.188918032
0.198194504,0.182739216,0.199365121,0.189370984,0.194625015,0.181152452,0.206112578
0.192517039,0.189864604,0.190588344,0.192881186,0.192101708,0.171773724,0.199730576
0.194253684,0.184050917,0.187160617,0.208535621,0.189114359,0.176537098,0.187708855
0.198982892,0.188555536,0.189773407,0.19200804,0.18918279,0.200531786,0.211711897
0.213905492,0.204471366,0.186810538,0.189648313,0.178107302,0.196079672,0.209298792
0.215042085,0.201963693,0.189308685,0.1908642,0.188097356,0.208648882,0.215392441
0.200039305,0.197138548,0.191029845,0.209575957,0.198143947,0.199047581,0.218233093
0.193430467,0.1985247,0.192028479,0.192629048,0.205067859,0.199886269,0.188417695
0.198498371,0.203866413,0.194148063,0.186594019,0.198000376,0.190759031,0.173234566
0.199660294,0.200898606,0.199348819,0.194946955,0.209506379,0.19557803,0.177578825
0.187595353,0.195968522,0.198406597,0.175893317,0.19894436,0.210468379,0.16822358
0.198307187,0.191951496,0.191933876,0.200748541,0.191652224,0.198814423,0.182380395
0.179194278,0.196067523,0.186306182,0.200060716,0.201565096,0.183495325,0.199541942
0.186922838,0.196705254,0.191318785,0.197694701,0.205258615,0.196949753,0.179754528
0.201282888,0.190000716,0.200125142,0.207260979,0.204137694,0.18148819,0.171946845
0.205872622,0.193322232,0.205920997,0.194814208,0.197479944,0.193126026,0.199651029
0.213528938,0.193946064,0.19876186,0.192104719,0.203352953,0.20479488,0.200474609
0.227583604,0.183262675,0.19360833,0.181556795,0.209221274,0.20064144,0.203815748
0.208432354,0.188500081,0.192676334,0.178374241,0.204076065,0.195825595,0.200110464
0.173689062,0.191859028,0.19058872,0.183261359,0.18977572,0.192905865,0.188459313
0.188261029,0.186491463,0.191537261,0.20355776,0.186063426,0.185677548,0.192570025
0.199080768,0.194932047,0.203783913,0.199877266,0.194530535,0.18876717,0.197826171
0.191589864,0.195614925,0.201186283,0.202112471,0.193955363,0.195288744,0.21718073
0.196266959,0.197228769,0.198625502,0.199753297,0.193149055,0.194175481,0.208933889
0.198202697,0.201327764,0.186730081,0.202198012,0.194090203,0.194220434,0.188770693
0.206470086,0.201751602,0.188824799,0.204415222,0.194295974,0.202375633,0.205490474
0.189438853,0.199566038,0.197727567,0.194375148,0.203311314,0.204528838,0.19815486
0.176009769,0.19414122,0.195794136,0.186883483,0.204851936,0.198485927,0.182964525
0.203634819,0.19824261,0.194414378,0.192024996,0.187348079,0.187201565,0.209836433
0.207922891,0.205132912,0.201505604,0.196941083,0.182983885,0.192106784,0.211306049
0.195569764,0.207829747,0.207186374,0.191711509,0.190256116,0.195679454,0.214355967
0.205693288,0.206308657,0.201626497,0.19896945,0.19435209,0.19248857,0.204693953
0.209655458,0.209407317,0.202001513,0.189086076,0.197603924,0.184445375,0.209708843
0.195663895,0.199551356,0.194838917,0.197691531,0.202635299,0.187296947,0.204556595
0.19240201,0.193885205,0.201170715,0.188241003,0.20081102,0.20996385,0.195237369
0.183842057,0.20024697,0.201863746,0.201351072,0.209285341,0.204845829,0.207340522
0.197491941,0.197314937,0.198788943,0.214691535,0.185338382,0.203637302,0.191718644
0.207216601,0.19756886,0.199237657,0.212117903,0.189727149,0.196745969,0.198827139
0.200949554,0.202859662,0.198196355,0.214215076,0.208112759,0.193206837,0.209442628
0.206649193,0.203716994,0.205127524,0.214377849,0.194045312,0.19260833,0.201809978
0.198942146,0.20849201,0.203124153,0.208730566,0.194145585,0.200093305,0.191780414
0.192565759,0.204551708,0.202986949,0.212807984,0.208186723,0.201604342,0.192808427
0.197377725,0.188748069,0.207043248,0.189787926,0.199652361,0.200151447,0.194388044
0.194314425,0.179903773,0.200460045,0.191342601,0.211494653,0.195845122,0.218594135
0.205577458,0.192492196,0.206156428,0.20719486,0.210267451,0.20375989,0.206650691
0.207673303,0.207594938,0.20412178,0.206296681,0.191915627,0.20580471,0.211804716
0.213405229,0.210650335,0.199458513,0.201465085,0.19923399,0.206752317,0.216443105
0.189049685,0.198330206,0.198360159,0.19575478,0.1969329,0.19333277,0.238950612
0.190228463,0.198871331,0.200431866,0.213324869,0.200117155,0.197985551,0.220535134
0.200345011,0.201825247,0.194370816,0.218883023,0.216332975,0.197543597,0.189557349
0.20025944,0.204557299,0.205578334,0.19925532,0.209333253,0.211314021,0.200245407
0.195061028,0.207257544,0.202497687,0.205291032,0.201464691,0.217041992,0.216931586
0.207181809,0.214105309,0.202055222,0.206677942,0.192195213,0.212585103,0.222624849
0.220792811,0.215608349,0.204494152,0.199200448,0.186688175,0.212965495,0.211408071
0.198611725,0.202408115,0.209382439,0.208903068,0.191193291,0.206175952,0.20781104
0.200327367,0.206916993,0.20920149,0.193328807,0.206601937,0.204269218,0.194872423
0.208910066,0.205192192,0.211562512,0.218481969,0.213757374,0.212260737,0.19979953
0.191113046,0.211977039,0.214872302,0.218356744,0.206965479,0.211320242,0.204469114
0.204775545,0.219835632,0.219771574,0.195104909,0.217079035,0.193050555,0.193837522
0.213353978,0.216907194,0.21782361,0.20498876,0.224081398,0.200189021,0.207958883
0.20877976,0.214500258,0.212989987,0.211707184,0.216618782,0.213692572,0.191521172
0.216605634,0.21238717,0.212732908,0.211985153,0.203184725,0.209832608,0.216606168
0.235412022,0.221065626,0.218392201,0.221049124,0.208727623,0.213248586,0.223702043
0.243457219,0.212691134,0.215677215,0.215182046,0.219838841,0.20928144,0.203996537
0.212252034,0.212539659,0.206902513,0.202928349,0.226595497,0.210013571,0.207035419
0.210444831,0.217812171,0.215636987,0.204761002,0.208748649,0.213097897,0.202985393
0.214097313,0.22277816,0.22160947,0.217340033,0.224447377,0.212809,0.225991792
0.207373974,0.224317001,0.223106045,0.217970279,0.224548296,0.221753757,0.219287972
0.233428928,0.225547153,0.229750031,0.211601776,0.223074456,0.222046204,0.23309304
0.253385428,0.232406371,0.223930137,0.220368642,0.232709254,0.215288093,0.242145644
0.223981025,0.231530955,0.22178869,0.243008071,0.224385762,0.216984335,0.235398468
0.228608234,0.235832202,0.224418358,0.229472617,0.216295192,0.223850346,0.245556935
0.217969546,0.245046773,0.225926191,0.229659587,0.232506293,0.234183896,0.268203085
0.215930928,0.232649893,0.229786263,0.233801488,0.235649013,0.229255934,0.265243863
0.218289669,0.224538214,0.239678961,0.215167241,0.221848854,0.215802761,0.260150715
0.236310911,0.22223429,0.241600385,0.227141385,0.225043242,0.230900151,0.268129003
0.247592933,0.23688761,0.236780042,0.221373568,0.23705603,0.250425082,0.233284457
0.250018938,0.236325012,0.244103082,0.244036339,0.250028991,0.253730033,0.234063498
0.260630848,0.24317408,0.247564809,0.278187961,0.262062017,0.247933638,0.269567772
0.243315757,0.257607524,0.24740148,0.262178144,0.247337048,0.246443681,0.270547866
0.250640825,0.253189791,0.262588152,0.235124152,0.257601934,0.246860551,0.248647053
0.271574703,0.251171798,0.269334768,0.242502062,0.266615866,0.252695292,0.270886391
0.254842071,0.266317699,0.265021036,0.263436956,0.27823859,0.260412595,0.280667217
0.244559136,0.280863958,0.26599503,0.273457872,0.263130492,0.268282635,0.253014358
0.271358719,0.275906715,0.281643651,0.291937007,0.265330801,0.260159613,0.248058944
0.278608191,0.279136276,0.287358584,0.283583063,0.266192807,0.264118797,0.269972142
0.274598902,0.291945223,0.28322981,0.295244028,0.277590491,0.278424191,0.28011165
0.283804293,0.300275423,0.297677308,0.280948026,0.299841215,0.306839693,0.299686147
0.33544084,0.30280998,0.300877795,0.288898325,0.307700417,0.309070567,0.304608233
0.344848296,0.301874555,0.296787534,0.343348595,0.302989747,0.272182742,0.270431969
0.35503052,0.292628762,0.302788242,0.303823315,0.314702579,0.283787953,0.277089357
0.308415558,0.29642301,0.307635084,0.287068587,0.346581906,0.303970221,0.300196144
0.310035259,0.309996864,0.310417137,0.281401206,0.360508115,0.309341314,0.334086827
0.322814024,0.334202601,0.326969675,0.278278437,0.344356593,0.309999251,0.321180161
0.322909251,0.32662498,0.325258784,0.30850596,0.343470572,0.296609039,0.292369209
0.326818353,0.331066692,0.338616329,0.294956813,0.353099374,0.306610612,0.320525304
0.313026258,0.333180066,0.339303622,0.309541223,0.339986513,0.320958413,0.328928355
0.315609503,0.329898343,0.33778201,0.326105434,0.353343424,0.310896378,0.350890605
0.32413216,0.328692442,0.326691307,0.342140686,0.331619348,0.329894003,0.339448556
0.342595421,0.338517384,0.317481498,0.329455173,0.321797945,0.352579939,0.306437044
0.349377639,0.345209269,0.325105635,0.340006466,0.31981185,0.344823027,0.325515903
0.343117708,0.360273098,0.323095654,0.360222799,0.335730029,0.30715598,0.356792265
0.324312093,0.3369094,0.332685358,0.349954399,0.355887013,0.288006316,0.351315651
0.315863164,0.334619342,0.336985288,0.34023521,0.339841895,0.325654221,0.382966961
0.317183005,0.344478566,0.319806844,0.317303118,0.317822042,0.331995273,0.358965344
0.340835821,0.332978605,0.322925692,0.319201718,0.300110138,0.32932408,0.324513467
0.31915428,0.327557365,0.31920932,0.344177381,0.306401533,0.314526366,0.319257964
0.316430162,0.318438369,0.317472404,0.366319986,0.328534823,0.305218177,0.354004205
0.302975923,0.305597739,0.324799404,0.322022795,0.321901755,0.334370655,0.330443009
0.280687729,0.30345751,0.324154062,0.287767473,0.322585162,0.323049913,0.306164746
0.304968424,0.309169284,0.318467959,0.290078758,0.30262382,0.308178563,0.290904378
0.284659683,0.31153234,0.307648233,0.306816261,0.295002407,0.311757644,0.284581482
0.29162567,0.310920799,0.301712969,0.302438635,0.292871456,0.31700961,0.266647945
0.279873841,0.307861438,0.298981762,0.281778753,0.29526377,0.288779827,0.269059144
0.281251989,0.308379305,0.304206377,0.30614321,0.289085809,0.305708293,0.26806037
0.282962852,0.290407959,0.305878536,0.317659491,0.30056782,0.305820478,0.255167178
0.293083268,0.27429171,0.309905564,0.31603754,0.29717365,0.272287622,0.275590777
0.299730833,0.296690455,0.299070204,0.28706061,0.297052467,0.293421802,0.287124811
0.297970014,0.29508162,0.287822376,0.29291651,0.277298686,0.308244507,0.26496027
0.289002496,0.283706074,0.28942653,0.292208955,0.263285581,0.309064727,0.288817953
0.28139305,0.280168372,0.286107048,0.288385658,0.283949452,0.300843995,0.30560669
0.28408344,0.276837011,0.282460077,0.28477718,0.287918199,0.304974644,0.267714694
0.28762507,0.286295633,0.281433466,0.285344358,0.264259546,0.310885634,0.266733728
0.268705814,0.283604381,0.282482402,0.294020786,0.297983228,0.291922124,0.258429497
0.260874473,0.271121286,0.281943585,0.266982681,0.285541388,0.285545773,0.255116387
0.282542112,0.263468785,0.27438956,0.2680557,0.259979804,0.282759658,0.271434588
0.306981516,0.267721467,0.270642182,0.281070709,0.268953078,0.272819671,0.293450035
0.289371034,0.265805204,0.272553656,0.269616202,0.278696702,0.287241669,0.285245327
0.2667128,0.259107759,0.272306692,0.260112316,0.266597147,0.279608987,0.277096923
0.249144067,0.254998987,0.272908179,0.245307277,0.263015013,0.282500584,0.267806186
0.283237257,0.265374135,0.277567296,0.267630458,0.258940331,0.280103034,0.278727416
0.276752818,0.269108923,0.264135302,0.268204314,0.273127575,0.288212361,0.261107561
0.271910111,0.267303115,0.257486643,0.260909272,0.271259901,0.270535068,0.244813311
0.273282123,0.261352095,0.26169043,0.255759608,0.259371705,0.259404317,0.260132042
0.269976653,0.262904312,0.261405214,0.250353829,0.257625165,0.27047909,0.267723834
0.26352179,0.268017027,0.264855997,0.247710316,0.27802555,0.260745002,0.271425138
0.262763385,0.268060202,0.263071987,0.255269257,0.263388113,0.28182446,0.281908315
0.249717029,0.263190285,0.26093597,0.264699505,0.262422079,0.283264421,0.276250114
0.26291221,0.269045168,0.266323023,0.270479083,0.267376251,0.255526519,0.262387643
0.273179395,0.25458059,0.26337226,0.266450864,0.267740834,0.255732076,0.254668138
0.274182326,0.248174032,0.255491186,0.254132703,0.277781306,0.249527559,0.29299432
0.253783904,0.261267512,0.259367475,0.249804769,0.26714273,0.254686786,0.266632848
0.268161259,0.260409221,0.268054943,0.236004894,0.282321756,0.248897015,0.253122657
0.267314638,0.261844631,0.261089798,0.239274996,0.255688532,0.234374484,0.252456019
0.263148732,0.258432385,0.263081115,0.259884946,0.253167942,0.250613748,0.254892889
0.251099631,0.237571097,0.259763992,0.251993875,0.274341967,0.267696369,0.239569253
0.238001079,0.248506465,0.252202759,0.247160739,0.263047829,0.250011402,0.239019802
0.25782506,0.250201294,0.256291063,0.250409704,0.256632452,0.268382419,0.233537962
0.266729756,0.258220125,0.259150855,0.234001109,0.247253948,0.278133835,0.228218322
0.268156541,0.252260853,0.252850785,0.234431498,0.251788162,0.266564131,0.253017249
0.251442446,0.261704273,0.255198022,0.2531095,0.262226113,0.261986035,0.276242931
0.233907207,0.257605632,0.25842344,0.229978299,0.264259779,0.264062762,0.259873815
0.249078064,0.263587191,0.252831648,0.248369179,0.243986813,0.259264303,0.245346374
0.260548651,0.258060799,0.25912123,0.26924659,0.237338709,0.277293596,0.244102266
0.273236577,0.256802432,0.263547616,0.232266316,0.247602734,0.262654762,0.242790869
0.257137342,0.259548889,0.242374765,0.223190772,0.255894735,0.240466908,0.246971168
0.251560331,0.254214258,0.249639821,0.223409826,0.25306702,0.244635148,0.268911087
0.266834135,0.261547181,0.261774671,0.233752185,0.263711249,0.263372331,0.262299089
0.251849583,0.265999468,0.255737119,0.233202933,0.273221928,0.254112328,0.260671521
0.249772529,0.250758843,0.2513905,0.247892523,0.259293149,0.238836079,0.249298991
0.246299389,0.251924255,0.248715455,0.245247426,0.241762448,0.22224517,0.243007884
0.123220955,0.134337516,0.12359822,0.119322631,0.122971449,0.112057286,0.123783524
