CaterpillarG3608-Cyl8-2018-09-10 00:15:12,CaterpillarG3608-Cyl8-2018-09-10 00:17:21,CaterpillarG3608-Cyl8-2018-09-10 00:20:05,CaterpillarG3608-Cyl8-2018-09-10 00:21:57,CaterpillarG3608-Cyl8-2018-09-10 00:23:40,CaterpillarG3608-Cyl8-2018-09-10 00:25:42,CaterpillarG3608-Cyl8-2018-09-10 00:27:20,CaterpillarG3608-Cyl8-2018-09-10 00:29:15,CaterpillarG3608-Cyl8-2018-09-10 00:30:49,CaterpillarG3608-Cyl8-2018-09-10 00:32:40,CaterpillarG3608-Cyl8-2018-09-10 00:34:23,CaterpillarG3608-Cyl8-2018-09-10 00:35:55,CaterpillarG3608-Cyl8-2018-09-10 00:37:38,CaterpillarG3608-Cyl8-2018-09-10 00:39:21,CaterpillarG3608-Cyl8-2018-09-10 00:40:56
18436.57039,19085.16433,20489.61248,19171.78793,18638.98076,18118.11215,18123.25127,18239.85314,19466.86625,18448.11055,19981.35969,19632.05545,23438.16215,21364.84088,20107.3269
151.5273605,151.7342315,152.413197,152.3413052,153.0813278,152.8237344,153.6388909,153.0351999,152.6417082,152.357591,152.1228866,152.0129269,151.4917045,151.3435874,152.7704036
202.44,203.92,198.12,200.58,197.26,202.72,215.34,198.3,203.28,200.54,196.38,192.34,201.48,198.02,200.48
89.4,99.34,88.3,86.76,79.96,90.92,91.1,78.42,95.62,65.8,80.38,85.4,75.86,82.74,86.56
151.5439927,151.7507087,152.4275443,152.3587108,153.0982355,152.8506811,153.6622503,153.0546279,152.66168,152.3761902,152.1455038,152.0321959,151.5058852,151.3570943,152.7906176
-118.8715991,-114.7816759,-121.6481908,-116.8292572,-118.3595249,-120.4592095,-121.5319797,-118.9156453,-117.6007729,-114.80945,-117.3298791,-115.3015294,-115.8613927,-115.7197744,-117.1580386
0.060032781,0.072036225,0.067527918,0.04963923,0.051989557,0.039054422,0.064331814,0.047162657,0.064520049,0.06139773,0.050344389,0.048205408,0.052911057,0.066255259,0.063926459
0.335516537,0.378541336,0.373014506,0.302852962,0.295421242,0.242813848,0.330430604,0.270197798,0.300966474,0.311796913,0.262928922,0.268767364,0.280537046,0.314665933,0.348557018
0.283591554,0.335326844,0.317373426,0.266691384,0.26076036,0.249900295,0.287023028,0.233016271,0.297192093,0.293772536,0.257972624,0.246043841,0.282343551,0.276452625,0.300035591
0.248320335,0.28275772,0.266759371,0.260006321,0.250762877,0.260542215,0.348473183,0.268763297,0.232751655,0.319486684,0.271266664,0.241065048,0.285911101,0.279521623,0.265747282
0.260004652,0.273190141,0.252240382,0.267574009,0.265510776,0.298053312,0.357087527,0.293283494,0.212270129,0.284017818,0.277388071,0.257590213,0.268325213,0.266118078,0.28087441
0.24410249,0.223435169,0.21762703,0.242219383,0.224822436,0.282079616,0.247615226,0.225942328,0.23161537,0.20309622,0.251708936,0.234215159,0.21909364,0.229558884,0.256721032
0.225186672,0.211206666,0.242900868,0.196325299,0.236902054,0.229173614,0.17064239,0.194442978,0.217792797,0.195071092,0.204117149,0.214865737,0.222582887,0.217355655,0.236771167
0.198859142,0.206904309,0.256910158,0.214802123,0.202743348,0.21283151,0.201914344,0.193606476,0.24079151,0.202981082,0.228705408,0.183808192,0.214246397,0.243798099,0.233496683
0.250562402,0.222422752,0.21966195,0.217850367,0.215351407,0.228572455,0.218929737,0.208020037,0.226646814,0.204519834,0.223072251,0.190671256,0.231525977,0.251378631,0.218120939
0.241424788,0.196017801,0.209658561,0.207602904,0.203713437,0.208069961,0.203874902,0.240144469,0.191170977,0.197873428,0.193173248,0.208888813,0.225702576,0.233634358,0.207277309
0.22558627,0.18286689,0.22997546,0.199529969,0.226098614,0.214982271,0.199488019,0.233606477,0.184909605,0.204573714,0.201340662,0.203528756,0.229106533,0.226585767,0.20738148
0.222647209,0.202383703,0.217049135,0.195523111,0.216118993,0.208780137,0.195033674,0.203367408,0.217344021,0.20331459,0.211213036,0.197445374,0.2164998,0.226499075,0.20548406
0.221033563,0.219725911,0.223376778,0.199266202,0.187062417,0.199676844,0.18978338,0.18948115,0.214380361,0.181149699,0.209183046,0.22395554,0.230512506,0.2350482,0.216445935
0.181150343,0.239981576,0.223967265,0.213123201,0.181436975,0.193514709,0.178615528,0.214813401,0.195623994,0.206033054,0.210611114,0.220197493,0.229041526,0.228257589,0.2465578
0.175960837,0.226001503,0.205187127,0.209927034,0.195013223,0.188987142,0.229398612,0.20611673,0.193851518,0.217627726,0.218773713,0.214014498,0.219025734,0.248778415,0.21313114
0.201650712,0.227827194,0.186306367,0.189432368,0.217383355,0.183202104,0.196078305,0.203657539,0.189617644,0.200072717,0.21626317,0.194186987,0.211042158,0.249620496,0.210432061
0.203446043,0.218172542,0.217712655,0.18786921,0.17907133,0.194624642,0.179704619,0.20476569,0.206416494,0.207217087,0.221848432,0.196334393,0.210648745,0.236412373,0.228476393
0.19952952,0.212660172,0.21109091,0.179389751,0.175953309,0.246080133,0.201447093,0.22010295,0.200596058,0.215831953,0.192968703,0.219116127,0.230102065,0.234744316,0.215869459
0.179241324,0.220218015,0.207463949,0.196404844,0.209545986,0.251962885,0.182921657,0.215052635,0.21107247,0.225133901,0.200728361,0.22505435,0.23516551,0.233365328,0.179298466
0.208721582,0.2042108,0.203065588,0.208034698,0.204435323,0.211273887,0.177108861,0.197040966,0.21759985,0.217074966,0.204971364,0.221605907,0.223579717,0.249854043,0.184665815
0.217228485,0.213997574,0.211535484,0.220246589,0.194016379,0.216557732,0.187126048,0.200168785,0.214545402,0.20215516,0.201522016,0.182705287,0.211364033,0.254929895,0.192521901
0.202282811,0.227229273,0.217534703,0.231971977,0.203092371,0.228707184,0.199916188,0.220163239,0.210602186,0.200106593,0.200547475,0.182142239,0.221260002,0.236580094,0.187063509
0.208889028,0.188452778,0.216646884,0.18711929,0.210812645,0.216278135,0.167681478,0.219247056,0.209590009,0.207107339,0.195241798,0.216435876,0.211056499,0.226515739,0.199769962
0.206751554,0.182564569,0.213725251,0.195290413,0.232827758,0.197045824,0.168462102,0.199122454,0.202672566,0.196180169,0.218377174,0.189272343,0.200529468,0.25198386,0.186812582
0.19059908,0.220496808,0.205335377,0.205205768,0.205398138,0.169846895,0.227385423,0.201601937,0.229181362,0.179807394,0.202393633,0.238635059,0.213365312,0.226661694,0.20460915
0.201545783,0.208082428,0.231551484,0.211417923,0.205063752,0.16427802,0.196046932,0.210602161,0.233446368,0.185358989,0.175065276,0.228156628,0.218896811,0.208361822,0.210139491
0.194125657,0.181260351,0.217823668,0.203865959,0.198962693,0.195632588,0.18556949,0.198041906,0.1983942,0.177628367,0.186572507,0.205266022,0.229087257,0.207915816,0.200031076
0.207275096,0.200958795,0.205944477,0.192864753,0.214923879,0.20980095,0.184224625,0.196517021,0.186170277,0.213760819,0.225616982,0.206662638,0.216726026,0.21808134,0.206957389
0.203532255,0.199415919,0.21234043,0.194423885,0.225861836,0.204501022,0.183906146,0.215226332,0.189145964,0.193113622,0.237971061,0.229815247,0.228049444,0.210736699,0.189175969
0.193267382,0.222474417,0.215556029,0.217524392,0.20176173,0.191912892,0.20681016,0.218169466,0.207643167,0.189632192,0.221749322,0.214258767,0.220475414,0.20607515,0.207333117
0.188392006,0.226287951,0.208082048,0.194922494,0.204021498,0.215385353,0.219381184,0.182439038,0.211503699,0.192222833,0.218491957,0.203442514,0.20319541,0.219605923,0.216423509
0.181614342,0.211886119,0.203497651,0.189337523,0.202160095,0.227987787,0.230985573,0.175827352,0.226033811,0.202399868,0.219398342,0.209011829,0.217359397,0.202440689,0.218552594
0.19356586,0.194606186,0.191304198,0.185072655,0.187112072,0.208651063,0.242854837,0.191563998,0.200143563,0.194126569,0.218250147,0.188100861,0.213536968,0.209220721,0.200064701
0.206134739,0.209165343,0.204080632,0.183583273,0.202059612,0.210086204,0.1967999,0.190549965,0.185183687,0.168722465,0.225167394,0.206565481,0.20052403,0.215703013,0.194518952
0.198963407,0.206753002,0.214283333,0.193723893,0.203587697,0.211168255,0.195229091,0.19082921,0.210583214,0.185732886,0.231962773,0.253492657,0.23442084,0.24550953,0.211710104
0.207266051,0.221636252,0.210494815,0.198643033,0.212328985,0.203221379,0.200240447,0.188063979,0.215786851,0.212090333,0.226403012,0.238075745,0.224018382,0.204891336,0.202797589
0.225434387,0.234183166,0.207279751,0.205981359,0.205006462,0.181821494,0.20667248,0.188708317,0.214594867,0.211268445,0.23316041,0.214883863,0.187929063,0.193017992,0.212146474
0.229463656,0.213585288,0.206925641,0.208522768,0.209397097,0.201560648,0.206877854,0.195233794,0.199398552,0.21719667,0.215815111,0.203392584,0.186234248,0.192658745,0.198122339
0.221698051,0.195212129,0.221543403,0.197648525,0.200390569,0.186737242,0.212269453,0.210492844,0.178183491,0.207652776,0.205588412,0.215280657,0.205096124,0.181229859,0.211014737
0.21882476,0.211483734,0.237307774,0.208116094,0.185519959,0.191297649,0.206467641,0.205175365,0.195521311,0.203463972,0.212312516,0.219348537,0.219301905,0.200447634,0.209649148
0.227140945,0.211049527,0.233895243,0.200753814,0.178366027,0.192760578,0.216503802,0.227060294,0.179919067,0.196330153,0.207327764,0.200453371,0.209402919,0.206864082,0.196965744
0.213028338,0.195223375,0.228354959,0.182874461,0.176929075,0.180596087,0.208784383,0.212097223,0.186587351,0.197230736,0.212322807,0.203272191,0.226769364,0.20844711,0.198355233
0.18849397,0.20216663,0.229742026,0.170582207,0.1868136,0.184169096,0.215637742,0.200179195,0.167105427,0.219595969,0.233350001,0.191119647,0.207396174,0.218176161,0.215733515
0.199297463,0.209747572,0.239830044,0.179744825,0.191494827,0.192973679,0.238420461,0.209202091,0.159855085,0.216505832,0.213634314,0.167523242,0.206682423,0.210210273,0.199364746
0.201307871,0.195723421,0.225611566,0.194970706,0.207129267,0.202246715,0.205283324,0.20363436,0.195778499,0.203128617,0.220311332,0.1876324,0.219590589,0.209515826,0.219797413
0.187859609,0.194055651,0.208024866,0.195402292,0.207621306,0.21767911,0.178858409,0.184196759,0.232623632,0.206431669,0.234427523,0.22108696,0.213441668,0.220534334,0.20972669
0.191819885,0.214337417,0.190881131,0.188362458,0.186320461,0.211105176,0.179528214,0.200321645,0.214656415,0.18390933,0.223722257,0.229403934,0.224133904,0.216649241,0.180354214
0.184743138,0.218041771,0.184699456,0.189422711,0.196048989,0.2087611,0.22554409,0.238695495,0.182109998,0.200505233,0.210048504,0.202012098,0.231278158,0.222057291,0.197956833
0.217478485,0.23557751,0.189112487,0.183768744,0.200604086,0.220186098,0.210299334,0.257473814,0.189967707,0.209455266,0.211047605,0.178462365,0.221184603,0.219237858,0.189375284
0.226934246,0.226234428,0.204915865,0.207101195,0.180708433,0.232779798,0.187337613,0.219986882,0.176535498,0.205340197,0.220536248,0.192041399,0.226267897,0.225774782,0.167526627
0.199295811,0.201720898,0.220003391,0.213229691,0.18902936,0.215242261,0.190210854,0.194117173,0.191798681,0.181577656,0.199082804,0.226462964,0.226556443,0.239694368,0.201085741
0.222827723,0.216802517,0.212521254,0.199855725,0.217443703,0.204195317,0.176932466,0.190246068,0.237669845,0.199133488,0.186272694,0.234168911,0.218743133,0.221903234,0.232321392
0.214351237,0.214789886,0.188801086,0.194538509,0.220442141,0.20263052,0.185632239,0.196405948,0.210757905,0.213550642,0.203751044,0.235671796,0.194718616,0.199099606,0.234270839
0.197632261,0.193650086,0.181014057,0.206536024,0.191878097,0.223790335,0.216559303,0.231664398,0.171773168,0.19856291,0.227649098,0.207495147,0.204806757,0.219177661,0.218205929
0.208420021,0.217279638,0.191059926,0.211075638,0.20365396,0.224825261,0.216207929,0.209550126,0.195238888,0.201275077,0.200574198,0.195142765,0.228040153,0.216831118,0.180485067
0.201903918,0.212843865,0.22931865,0.18501405,0.22660991,0.206338695,0.224832754,0.188361994,0.229472801,0.2121891,0.199758193,0.177318767,0.214426552,0.204521679,0.18756176
0.2034147,0.216521178,0.247438607,0.182696401,0.217204655,0.219720891,0.238080271,0.231364188,0.231320697,0.202505828,0.218974132,0.198467004,0.208473962,0.183608639,0.208350383
0.177089929,0.236961182,0.241780385,0.194985763,0.195715232,0.200888449,0.232537597,0.224356281,0.218734481,0.204172598,0.227477678,0.212458769,0.218307508,0.198464685,0.191095412
0.187992301,0.224148505,0.221096081,0.192096314,0.206838819,0.217985763,0.206637891,0.191621278,0.205858305,0.188907273,0.215633775,0.225072396,0.231461253,0.209051367,0.204949693
0.222933925,0.240607188,0.209349279,0.184595547,0.195734681,0.215770833,0.220170303,0.189346081,0.200866029,0.204079742,0.223113522,0.235942322,0.227679351,0.208480797,0.222016288
0.19548882,0.230078361,0.213543625,0.188244242,0.184168496,0.197610226,0.196055193,0.196757672,0.191060773,0.225556754,0.2327843,0.194981242,0.238593213,0.194139042,0.231341378
0.190545976,0.214436345,0.217307516,0.197139914,0.204214957,0.208155636,0.177803626,0.199019154,0.215917667,0.227507629,0.216373663,0.212018211,0.243443716,0.212470933,0.20261693
0.189079075,0.228418999,0.229673339,0.186376655,0.215857759,0.214827,0.158676526,0.214484879,0.222029972,0.20399003,0.199859877,0.211076166,0.232862258,0.198434656,0.240196873
0.182984232,0.235810983,0.233805416,0.225837356,0.21890344,0.215534225,0.1990615,0.219300219,0.228839582,0.192662755,0.189755978,0.192612775,0.225058102,0.211394432,0.224218684
0.177788046,0.243547012,0.209433751,0.256646263,0.205198824,0.208992177,0.207761487,0.183200547,0.232021335,0.19691303,0.206751312,0.221270548,0.197351841,0.213108555,0.215969885
0.192397103,0.218509125,0.208118934,0.22895261,0.221036133,0.199799358,0.230053718,0.183413115,0.195890726,0.207066271,0.222424684,0.243606507,0.219331944,0.213725348,0.227572634
0.203240621,0.211081211,0.204164165,0.224863762,0.225915856,0.218857274,0.240019115,0.199379284,0.201527932,0.221097374,0.218462491,0.261381483,0.227678885,0.20671782,0.208663324
0.216621032,0.199805673,0.221263983,0.203039897,0.215044049,0.198333024,0.253425736,0.197857103,0.234913632,0.215350136,0.198729038,0.256471977,0.210280888,0.20877394,0.204324898
0.208903236,0.186190982,0.228439784,0.205324159,0.193402688,0.185974816,0.241885474,0.200386561,0.237942995,0.237439063,0.213530085,0.236359622,0.220278823,0.210418362,0.203975766
0.230849362,0.200148114,0.245789214,0.194778809,0.175450502,0.19575825,0.226716662,0.210327127,0.225264444,0.207293287,0.2274278,0.225688212,0.214416945,0.225319319,0.215652491
0.211435985,0.234392663,0.246468852,0.190748261,0.206206818,0.18609341,0.210301205,0.198073175,0.232320273,0.195439109,0.214205523,0.219086215,0.204207696,0.227032103,0.195152411
0.192531161,0.202599445,0.218220531,0.194104983,0.179593088,0.204666655,0.179169703,0.20559415,0.213028834,0.224266424,0.216208063,0.2333428,0.189521936,0.216801874,0.23174486
0.217482874,0.191436974,0.214835281,0.216846032,0.187598612,0.20514574,0.191785733,0.185952031,0.20749713,0.219793276,0.21666971,0.210400726,0.200905626,0.218859621,0.220427547
0.21508256,0.202202965,0.222737255,0.240712634,0.203256069,0.223273452,0.217981737,0.198870402,0.21107825,0.202253598,0.222042861,0.219803421,0.196041126,0.213441189,0.198648459
0.230004565,0.220895636,0.200772956,0.212335602,0.215252587,0.243732254,0.219895517,0.20361081,0.214615811,0.192759045,0.256655272,0.20436263,0.207177722,0.223518053,0.205156237
0.228554173,0.233939993,0.213165322,0.220261225,0.219838498,0.233748934,0.19012025,0.197244997,0.21043378,0.190424107,0.234641161,0.210419218,0.215150102,0.221239867,0.226104479
0.211613531,0.244562363,0.195774097,0.213493044,0.235910432,0.22561183,0.205785296,0.216731053,0.191764582,0.192545181,0.19992303,0.215477781,0.222079299,0.197426647,0.208330597
0.214441713,0.240707441,0.199047747,0.209703016,0.229790681,0.233072361,0.198957814,0.210877901,0.214415511,0.187462862,0.203812978,0.215389974,0.225210933,0.230820579,0.186117019
0.205499218,0.20612101,0.205799516,0.222381069,0.22697398,0.204400277,0.182729553,0.197087174,0.218560934,0.189893224,0.193441946,0.206339341,0.205452022,0.240502722,0.196047655
0.214776901,0.227176132,0.201033594,0.21770059,0.197168035,0.226813779,0.212388373,0.191848835,0.216933576,0.21440058,0.186283857,0.187350776,0.223781917,0.219883289,0.221707652
0.212570413,0.220160095,0.191967487,0.204396616,0.196365593,0.24083584,0.199980517,0.194566117,0.201895257,0.211078947,0.20638293,0.207277663,0.226788111,0.221703659,0.201414151
0.209494758,0.217361712,0.188384074,0.212687009,0.190301469,0.220972529,0.211249974,0.188314955,0.213620122,0.209697412,0.186315276,0.232914407,0.202190952,0.19615427,0.203157622
0.230852169,0.246730009,0.206903837,0.209459015,0.215654877,0.210597822,0.224038584,0.224984709,0.194584349,0.219158494,0.189954971,0.184786416,0.19455991,0.178643102,0.217218474
0.234721788,0.243049711,0.229108452,0.203591923,0.188573047,0.208920892,0.220934967,0.233116114,0.194636002,0.204413161,0.233695857,0.19711072,0.209543496,0.197051898,0.216531232
0.214778116,0.205590356,0.230720467,0.203214284,0.208993907,0.204711606,0.223827866,0.247850251,0.207546726,0.229331007,0.228202456,0.213431824,0.209347727,0.211064513,0.218719891
0.205476925,0.203476547,0.184282399,0.223938241,0.226913287,0.215876167,0.215797294,0.211951815,0.229021451,0.226935298,0.196267719,0.187333801,0.208573876,0.226563483,0.232134372
0.204900842,0.241246778,0.209424247,0.211878315,0.192077819,0.236961224,0.224089,0.215622894,0.24125411,0.24473276,0.207172461,0.176416214,0.193290139,0.202940166,0.206178882
0.236521649,0.228924722,0.208651241,0.199937288,0.231831507,0.235771598,0.221375061,0.222305345,0.210986583,0.249582359,0.209026895,0.208812398,0.190864462,0.225941496,0.205198394
0.229684875,0.201165221,0.214619736,0.218138467,0.238552943,0.234898112,0.224585508,0.215699032,0.198424056,0.226991735,0.202225424,0.217344534,0.213136442,0.208663733,0.202295973
0.240039998,0.208128719,0.2396461,0.227855623,0.21764668,0.22144631,0.222559,0.212698478,0.229599053,0.213856022,0.223891682,0.192936272,0.199380533,0.215641502,0.218098615
0.242787032,0.220513041,0.200529527,0.221531449,0.208722496,0.203933174,0.210968468,0.222310826,0.227227384,0.213240982,0.235604289,0.198646238,0.206726037,0.233145104,0.229633449
0.241382636,0.204786267,0.222113846,0.22688481,0.22679685,0.24609857,0.221271847,0.192764386,0.226088446,0.221775326,0.225435283,0.198031174,0.198219642,0.225608848,0.22552517
0.257263807,0.199458123,0.22622862,0.223714963,0.224201871,0.230658696,0.227454952,0.202556004,0.214130492,0.210558024,0.221571392,0.223268884,0.193886222,0.218799328,0.239686451
0.221874259,0.212684726,0.221447498,0.212526168,0.235380416,0.23618156,0.214775489,0.218434348,0.214062052,0.187202977,0.214421005,0.207100726,0.191720323,0.221098841,0.248983737
0.21169589,0.228988658,0.224540825,0.21810238,0.226090374,0.247730552,0.214201789,0.213989844,0.20509318,0.200932742,0.212395014,0.186217374,0.216234539,0.224577327,0.253384591
0.242458795,0.225539508,0.218320579,0.257021089,0.222614948,0.263728142,0.189906533,0.209700902,0.222608915,0.20128546,0.216841134,0.211531111,0.21924699,0.22807135,0.230890386
0.223301784,0.227963032,0.221968218,0.244688957,0.234297899,0.241798988,0.17371485,0.211719846,0.225584249,0.211842323,0.195132289,0.217792554,0.212452744,0.229882541,0.220721933
0.198290838,0.236108487,0.219366576,0.211240971,0.23195472,0.241279963,0.182362743,0.211547784,0.215821276,0.229045528,0.213245701,0.210954179,0.2116183,0.204354506,0.193719598
0.206828275,0.224381503,0.211160541,0.208373305,0.231307146,0.244267006,0.214834143,0.214406713,0.212178639,0.253906363,0.233262915,0.237926845,0.209487931,0.19202974,0.2221992
0.221273438,0.227368908,0.230828842,0.231245499,0.222423667,0.229457204,0.244904097,0.228832512,0.189761681,0.255329271,0.231481732,0.236721736,0.239122829,0.216040232,0.209635062
0.219429565,0.204666389,0.188810514,0.237906475,0.214810993,0.228436672,0.261700234,0.228122067,0.199315703,0.248413058,0.233644391,0.241640758,0.23732702,0.2196775,0.218990311
0.232391553,0.219533249,0.190902174,0.214628529,0.210076878,0.243929317,0.243959677,0.231191578,0.210176169,0.239926978,0.244863512,0.238060352,0.229222249,0.21912561,0.22624556
0.235138987,0.2475984,0.216242827,0.218636055,0.208972413,0.230698389,0.249438129,0.233499608,0.179238319,0.213148546,0.228975379,0.230759613,0.215926783,0.202554237,0.204837248
0.253021943,0.216503706,0.203031567,0.233237042,0.241275483,0.21755232,0.245302061,0.245270293,0.183177423,0.172171987,0.242031646,0.21043396,0.192675176,0.2229838,0.235978444
0.268502593,0.241879523,0.223525627,0.222005339,0.259167987,0.23468613,0.245690042,0.236066622,0.206843394,0.208667651,0.247244584,0.223495605,0.197100237,0.224062444,0.244888553
0.25686937,0.230543891,0.227755073,0.239000713,0.205543644,0.215865509,0.215391036,0.225599481,0.208894027,0.209062356,0.221918774,0.24357165,0.24319484,0.199598497,0.224643192
0.229076228,0.202920303,0.207164631,0.217863119,0.204659708,0.213436002,0.224738795,0.222559617,0.197653752,0.217058921,0.223928272,0.243584011,0.238202616,0.188755973,0.225130675
0.234973083,0.189265158,0.220237008,0.251522813,0.208015158,0.249642811,0.201305631,0.216225936,0.206713007,0.270416517,0.230057742,0.246003752,0.216390881,0.212242431,0.219571643
0.238677438,0.196771471,0.213560754,0.246460323,0.222321086,0.233301439,0.223989234,0.226942574,0.237316473,0.244012796,0.237407501,0.242663316,0.217926691,0.224330285,0.200902874
0.242939793,0.214957803,0.211948656,0.218420578,0.220169861,0.206573731,0.212338024,0.225894433,0.232251418,0.203730653,0.2369247,0.22880545,0.22527909,0.227054907,0.221575353
0.238645353,0.234998112,0.200227013,0.225826683,0.215023759,0.238332083,0.220858707,0.215857128,0.236658127,0.202542734,0.211626228,0.220820349,0.229960489,0.223429024,0.245193112
0.22665187,0.264791309,0.221847998,0.243093868,0.201936683,0.225364392,0.215756861,0.198783201,0.218285114,0.214025342,0.216183584,0.221840822,0.228511343,0.218503834,0.242689624
0.221352983,0.256085745,0.248170462,0.256246227,0.204720567,0.216533003,0.215036239,0.191158649,0.198733827,0.204923369,0.22845448,0.23812882,0.22794471,0.220441428,0.245491559
0.210915567,0.223140157,0.208968729,0.261146287,0.228098254,0.228315308,0.220881814,0.205396123,0.218899282,0.22313138,0.217777999,0.219645487,0.219684321,0.240147405,0.243168005
0.213489719,0.197706559,0.215079631,0.256659047,0.210474797,0.211328285,0.223957622,0.245738812,0.2237812,0.218848701,0.227235044,0.211714959,0.200598406,0.227548437,0.210066333
0.218996939,0.194219518,0.234982505,0.231468182,0.202050732,0.19585307,0.21888041,0.257892957,0.221693979,0.258894981,0.205731599,0.210550826,0.220276104,0.204755478,0.210471899
0.237343241,0.215664134,0.249101564,0.214351578,0.187810214,0.210337646,0.199674559,0.221667065,0.209925978,0.245053977,0.204272319,0.215570122,0.233212465,0.231976092,0.207338017
0.234648333,0.245233208,0.229655269,0.223075528,0.204239234,0.244401698,0.191889007,0.212538518,0.208837742,0.216451628,0.225508995,0.221839872,0.229071487,0.235341507,0.20663212
0.209340366,0.272784044,0.189535733,0.226568613,0.222999689,0.245547438,0.21313945,0.239530523,0.2279247,0.2361812,0.251351711,0.200223,0.215150175,0.212326221,0.207037092
0.221919083,0.261552196,0.19604981,0.229882889,0.207626064,0.206705092,0.222839814,0.242412525,0.237518791,0.225606867,0.22220077,0.236441118,0.210046454,0.212308972,0.209011297
0.218814876,0.246279641,0.187412972,0.229486026,0.201748818,0.199005944,0.230510555,0.214078952,0.216684437,0.2239994,0.196376141,0.217344141,0.210262186,0.229615632,0.206616263
